Name,Grade,Stars,Type,Logs,Unnamed: 7,Crag
"Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.","Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.","Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.","Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.","Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.","Trad Free World Area  Rockfax DescriptionSituated right in the centre of Wallsend Cove, the Trad Free World wall has some of the best rock on Portland, with long sustained pitches in an atmospheric setting. The only drawback is that some of the harder lines need good conditions to be climbable, especially the corner lines. To the right a towering, tiered series of walls split by a number of gloomy north-facing corners. Some of the rock is not above suspicion, and a few of the climbs have had large sections and holds go missing since their initial ascents. Most of the climbs are very condition dependent. Tides - The ledges below the Colors Wall are covered for a short time at high tide and also during rough sea-conditions. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend. a Restriction (Empire State to Beautiful South) - No climbing from 1st March to 30th June due to nesting birds.",Wallsend South
The Gash,VS,-,T,0,,Wallsend South
Tea Cakes Calling,7a,1,G,41,R,Wallsend South
The Jewel of the Isle,6b+,3,G,308,R,Wallsend South
Stalker's Zone,6a+,3,G,584,R,Wallsend South
Trad Free World,6b,3,G,508,R,Wallsend South
Genuflection,7b,3,G,70,R,Wallsend South
Reverence,7a+,3,G,174,R,Wallsend South
Outside the Gate,7b,3,G,53,R,Wallsend South
Halfway to Heaven,7b,3,G,126,R,Wallsend South
Straight to Hell,7b+,2,G,3,R,Wallsend South
Organic Snail Farming,7b,2,G,10,R,Wallsend South
Wave Graffiti,7b+,1,G,4,R,Wallsend South
Hawaiian Pipeline,7b,3,G,39,R,Wallsend South
Running Down a Dream,7b,2,G,17,R,Wallsend South
My Two Left Feet,7c+,1,G,2,R,Wallsend South
Bob's Gold Run,7a+,2,G,9,R,Wallsend South
McKenna's Cleft,VS,-,T,0,,Wallsend South
Fleshworld,7b+,1,G,3,R,Wallsend South
Colors,7b+,3,G,81,R,Wallsend South
Olympus Mons,7b,2,G,15,R,Wallsend South
White Unconquerable,6b+,-,G,14,R,Wallsend South
Gedge,6b+,-,G,6,R,Wallsend South
Black'll do Nicely,7a+,1,G,4,R,Wallsend South
The Worm,VS,-,T,0,,Wallsend South
The Empire State Arête,6b+,2,G,59,R,Wallsend South
Dogtown Skate Team,7a+,2,G,3,R,Wallsend South
Rush,7b+,2,G,1,R,Wallsend South
Beautiful South,7c+,2,G,2,R,Wallsend South
Tarquill's Trollies,6c,1,G,8,R,Wallsend South
Flipper's Revenge,7a+,1,G,6,R,Wallsend South
Walking on Sunshine,7a,3,G,34,R,Wallsend South
No Victory In Europe,6c,-,G,1,R,Wallsend South
"Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Hong Kong Phooey Area  Rockfax DescriptionAn extensive section of cliff that has a number of good climbs on its various buttresses and walls. Good conditions are usually found late in the day on the shadier sections of the cliff. Tides - The ledges below the left-hand section of the area are sea-washed at high tide and in rough seas. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.",Wallsend South
Sea Saga,HVS,-,T,0,,Wallsend South
Critical Mass,6b,1,G,41,R,Wallsend South
Rapid Response,7a,1,G,18,R,Wallsend South
Chert Noble,7a+,1,G,5,R,Wallsend South
End of the Pier,E2 5a,-,T,1,,Wallsend South
Face in the Chert,6a,-,G,63,R,Wallsend South
Glamour Cat,6b,2,G,144,R,Wallsend South
